,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
2912,c5e26715-eb2e-4100-af83-278104fb0a5c,D02,SERC,SERC,SERC_014.mammalGrid.mam,5/9/19,5/9/19,N,actual,,SERC.20190509.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,Pinus sp.,,,,,,,primary,"Pine tree has fallen over in plot large tree that now spans from F6, over G7, and across to H8.",lcard@battelleecology.org,,20241118T091739Z,RELEASE-2025
2965,b440c709-34ea-41ff-bd18-a1eb7a9d50c4,D17,SJER,SJER,SJER_048.basePlot.all,11/7/18,11/7/18,N,actual,,SJER.20181107.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,primary,fallen tree across ground litter trap,eartz@battelleecology.org,,20241118T094446Z,RELEASE-2025
2968,f2f04128-6717-4876-b15f-609414c77627,D17,SJER,SJER,SJER_033.mammalGrid.mam,12/3/18,12/3/18,N,actual,,SJER.20181203.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,primary,"several dozen cows on and around plot- 12 traps disturbed, many pulled up or chewed markers",eartz@battelleecology.org,,20241118T095538Z,RELEASE-2025
2984,c69dce94-6562-4f80-867f-5dac7aea27aa,D17,SJER,SJER,SJER,10/27/19,11/1/19,N,estimated,The earliest end date is 2019-10-30.,SJER.20191027.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,90,540,other,primary,major dip in air quality due to fires in northern and southern California - air quality index peaked at 540 (where 500 is the top of the Hazardous category) and was between 150 and 200 most of 10/28. Improving on 10/29 with an AQI around 100. Quantity reported below is AQI.,0000-0002-4748-8985,,20241118T045830Z,RELEASE-2025
3056,8780c110-3246-426b-96be-874eabcd8ced,D17,SOAP,SOAP,SOAP_048.basePlot.all,6/1/18,7/1/18,Y,,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T161642Z,RELEASE-2025
3060,e098d76e-0aa4-43fb-ad82-e34e9e86a380,D17,SOAP,SOAP,SOAP_048.basePlot.all,7/1/18,7/31/18,Y,actual,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T161642Z,RELEASE-2025
3062,96c0faca-8c5c-4ce2-acf3-42ffb7833973,D17,SOAP,SOAP,SOAP_048.basePlot.all,7/31/18,8/30/18,Y,actual,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T074019Z,RELEASE-2025
3064,10fbae8f-8fbb-4aba-9ded-a5499c4c734a,D17,SOAP,SOAP,SOAP_048.basePlot.all,8/30/18,9/29/18,Y,actual,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T055952Z,RELEASE-2025
3066,1439e310-89c1-4c19-ae23-8a3dd95dddbf,D17,SOAP,SOAP,SOAP_048.basePlot.all,9/29/18,10/29/18,Y,actual,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T185424Z,RELEASE-2025
3067,ab6eafde-7e14-40d4-be06-18644e2d846a,D17,SOAP,SOAP,SOAP_048.basePlot.all,10/29/18,11/20/18,N,,,SOAP.20180601.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,,,,primary,MANY more fallen trees since last visited in June 2018,eartz@battelleecology.org,,20241118T013757Z,RELEASE-2025
3069,883de2c0-dc67-471d-8539-cf9d5e762c49,D17,SOAP,SOAP,SOAP_063.phenology.phe,12/3/18,12/3/18,N,actual,,SOAP.20181203.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,unknown,Tree fell on ARVIM 6283-6286. Trees impacted: 6201 6203,eartz@battelleecology.org,,20241118T125539Z,RELEASE-2025
3070,438e3c27-0d94-4662-be33-f8f327f33ed6,D17,SOAP,SOAP,"SOAP_050.basePlot.all, SOAP_061.basePlot.all",12/18/18,12/18/18,N,actual,,SOAP.20181218.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,primary,big tree hung up across road between 050 and 061,eartz@battelleecology.org,,20241118T125539Z,RELEASE-2025
3073,56ea21ac-82d8-40ea-b00a-e9b3b2d6eaa2,D17,SOAP,SOAP,SOAP_063.phenology.phe,1/23/19,1/23/19,N,actual,,SOAP.20190123.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,primary,"high wind brought down many trees on pheno loop , impacted some pheno individuals",eartz@battelleecology.org,,20241118T064357Z,RELEASE-2025
3074,107b323a-0cf5-4d44-ac1e-b1d1322976de,D17,SOAP,SOAP,SOILPL111359,1/15/19,2/14/19,Y,,,SOAP.20190115.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,SOAP - SP4 - CO2 Shallow,,,,,,,,unknown,"Tree fell next to CO2 sensor. Possible sensor disturbance. Tree fell in soil plot 4 alongside CO2 sensor. Cleared on 4/9/19. Due to snow and limited site access, cannot narrow down the possible occurrence of the event.",jclegg@battelleecology.org,,20241118T010919Z,RELEASE-2025
3076,e13ce89b-3394-4b43-92a0-3236a8d0e653,D17,SOAP,SOAP,SOILPL111359,2/14/19,3/16/19,Y,actual,,SOAP.20190115.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,SOAP - SP4 - CO2 Shallow,,,,,,,,unknown,"Tree fell next to CO2 sensor. Possible sensor disturbance. Tree fell in soil plot 4 alongside CO2 sensor. Cleared on 4/9/19. Due to snow and limited site access, cannot narrow down the possible occurrence of the event.",jclegg@battelleecology.org,,20241118T152244Z,RELEASE-2025
3078,d72e20d3-49b6-4abd-a4c4-3a91521bdf1f,D17,SOAP,SOAP,SOILPL111359,3/16/19,4/9/19,N,,,SOAP.20190115.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,SOAP - SP4 - CO2 Shallow,,,,,,,,unknown,"Tree fell next to CO2 sensor. Possible sensor disturbance. Tree fell in soil plot 4 alongside CO2 sensor. Cleared on 4/9/19. Due to snow and limited site access, cannot narrow down the possible occurrence of the event.",jclegg@battelleecology.org,,20241118T140101Z,RELEASE-2025
3087,58e65c5c-5224-4efe-9ad0-c5fdde3d4d16,D17,SOAP,SOAP,"SOAP_005.basePlot.all, SOAP_046.basePlot.all, SOAP_050.basePlot.all, SOAP_005.tickPlot.tck, SOAP_062.phenology.phe",11/27/19,12/15/19,N,,,SOAP.20191127.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,12,15,cm,primary,"Snowfall occuring from 11/27/2019 through 12/09/2019 prevented access to tower airshed for PHE protocol for two days and led to damage to several tagged plants on the phenology loop. Additionally, fallen trees are now blocking vehicle access to tower-airshed plots along tower-access road (the tower itself is still accessible). No disruption to access to distributed plots has been noted.",0000-0002-7776-2789,,20241118T152202Z,RELEASE-2025
3107,30bf1fa3-7f4d-412b-98ec-5ee1d31fea72,D17,SOAP,SOAP,SOAP_002.basePlot.all,12/30/20,1/29/21,Y,estimated,"Flooding and washouts occurred sometime after the 2020 Creek fire, and before vegetation grew back and stabilized the slopes in spring of 2022. Burned areas were still largely bare of vegetation in fall/winter of 2021.",SOAP.20201230.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,"Areas west and upslope of plot SOAP_002 R (including SOAP_002M and SOAP_006M were burned down to bare soil in the 2020 Creek fire. Vegetation did not regenerate and stabilize the slopes until spring of 2022. This lead to minor flash flooding in the ephemeral creek beds in 2021, and fast moving water deposited a layer of stream sediment in plot SOAP_002 R, primarily in subplots 21 and 39. As of 2022, vegetation is regrowing over the sediment in the flood channels.",0000-0002-4748-8985,,20241118T134313Z,RELEASE-2025
3124,5d34a11e-ccc0-40f7-a3e3-10b728d2be1d,D17,SOAP,SOAP,SOAP_002.basePlot.all,1/30/22,3/1/22,N,estimated,"flooding occurred sometime after the 2020 Creek fire, and before vegetation stabilized the slopes in spring of 2022. The area was still largely bare dirt in fall/winter of 2021",SOAP.20201230.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,"Areas west and upslope of plot SOAP_002 R (including SOAP_002M and SOAP_006M were burned down to bare soil in the 2020 Creek fire. Vegetation did not regenerate and stabilize the slopes until spring of 2022. This lead to minor flash flooding in the ephemeral creek beds in 2021, and fast moving water deposited a layer of stream sediment in plot SOAP_002 R, primarily in subplots 21 and 39. As of 2022, vegetation is regrowing over the sediment in the flood channels.",0000-0002-4748-8985,,20241118T071118Z,RELEASE-2025
3213,8a25bf4b-265b-4c31-af06-372a51001006,D05,STEI,STEI,STEI_028.basePlot.all,7/7/17,8/6/17,Y,,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T064742Z,RELEASE-2025
3214,1ce8b40e-35ae-4ea5-bd34-1f203affceca,D05,STEI,STEI,STEI_028.basePlot.all,8/6/17,9/5/17,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T140522Z,RELEASE-2025
3215,7c39f718-4817-4faa-a49d-dac4299498ad,D05,STEI,STEI,STEI_028.basePlot.all,9/5/17,10/5/17,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T194836Z,RELEASE-2025
3216,656092b3-18c0-4a8c-a021-c6cf50297791,D05,STEI,STEI,STEI_028.basePlot.all,10/5/17,11/4/17,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T202103Z,RELEASE-2025
3217,b2261c04-242d-4a60-868a-49a11602f8b8,D05,STEI,STEI,STEI_028.basePlot.all,11/4/17,12/4/17,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T150504Z,RELEASE-2025
3218,73babf96-d1b7-4c1d-9d0a-307e7e106a03,D05,STEI,STEI,STEI_028.basePlot.all,12/4/17,1/3/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T041343Z,RELEASE-2025
3219,7d20f54e-28a3-4bd9-bf51-143314a40fd3,D05,STEI,STEI,STEI_028.basePlot.all,1/3/18,2/2/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T200234Z,RELEASE-2025
3220,2e9cd7b7-e063-426e-83f1-f16804452715,D05,STEI,STEI,STEI_028.basePlot.all,2/2/18,3/4/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T144806Z,RELEASE-2025
3221,422991c8-4f01-498f-8a21-d513a8d6940e,D05,STEI,STEI,STEI_028.basePlot.all,3/4/18,4/3/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T210431Z,RELEASE-2025
3222,9fce30d4-dddb-41a7-999f-556292daac09,D05,STEI,STEI,STEI_028.basePlot.all,4/3/18,5/3/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T120442Z,RELEASE-2025
3223,94b3733c-1aea-4c63-b746-9906c458b9ff,D05,STEI,STEI,STEI_028.basePlot.all,5/3/18,6/2/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T214844Z,RELEASE-2025
3224,fcb76ea7-8f94-405c-b69e-13059d76b391,D05,STEI,STEI,STEI_028.basePlot.all,6/2/18,7/2/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T093340Z,RELEASE-2025
3225,0d0f7c95-a850-419a-b996-65d2368b4a19,D05,STEI,STEI,STEI_028.basePlot.all,7/2/18,8/1/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T182941Z,RELEASE-2025
3226,d3ad9502-b4a0-4bab-b059-d6a56b7b8380,D05,STEI,STEI,STEI_028.basePlot.all,8/1/18,8/31/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T182941Z,RELEASE-2025
3228,c821072d-2304-4c80-8a44-a7a324bacb92,D05,STEI,STEI,STEI_028.basePlot.all,8/31/18,9/30/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T054709Z,RELEASE-2025
3229,e4b9b033-1d3e-433d-bcab-e1de49662cab,D05,STEI,STEI,STEI_028.basePlot.all,9/30/18,10/30/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T171701Z,RELEASE-2025
3231,b6559f50-e074-41bf-bcd3-7f11b6e03f2a,D05,STEI,STEI,STEI_028.basePlot.all,10/30/18,11/29/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T014551Z,RELEASE-2025
3233,036cee75-31f2-49ec-92d0-5d183e81a3f4,D05,STEI,STEI,STEI_028.basePlot.all,11/29/18,12/29/18,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T191205Z,RELEASE-2025
3235,e6017ad9-83c7-449b-88ec-b32af3ed9844,D05,STEI,STEI,STEI_028.basePlot.all,12/29/18,1/28/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T053731Z,RELEASE-2025
3236,bb74bd55-53b8-44ea-8bc7-6fe87f06d0ed,D05,STEI,STEI,STEI_028.basePlot.all,1/28/19,2/27/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T032203Z,RELEASE-2025
3239,cd54ef3e-6352-46bc-bbbb-d02d0288517a,D05,STEI,STEI,STEI_028.basePlot.all,2/27/19,3/29/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T101052Z,RELEASE-2025
3240,0e04f8f9-97eb-4fd0-a476-c01633d37a78,D05,STEI,STEI,STEI_028.basePlot.all,3/29/19,4/28/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T070651Z,RELEASE-2025
3244,11c74772-8909-4006-ab03-15fc6e402cdd,D05,STEI,STEI,STEI_028.basePlot.all,4/28/19,5/28/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T124138Z,RELEASE-2025
3245,ece846b9-d1eb-4fb0-9b3a-c4f323abc8b0,D05,STEI,STEI,STEI_033.birdGrid.brd,5/20/19,5/31/19,N,,,STEI.20190520.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,1,1.5,m,secondary,"Spring time flood water was reported to be nearly chest-deep on the outermost row of the bird grid. Deep flooding was reported on bird grid STEI_033. Report was made by contracted bird technicians so details are limited. Technician reported that springtime flooding created dangerous conditions on the grid and that water that was nearly chest-deep had to be waded to complete the grid. While there quantitative measures of this flooding are lacking, it seems to be more than typical for this time of year so it is being reported.",aspink@battelleecology.org,,20241118T124138Z,RELEASE-2025
3246,aed3c1ac-0928-4a5e-b263-783d8e98a813,D05,STEI,STEI,STEI_028.basePlot.all,5/28/19,6/27/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T015141Z,RELEASE-2025
3247,cb34893b-fdc4-4621-9c11-ddb55813b2d9,D05,STEI,STEI,STEI_028.basePlot.all,6/27/19,7/27/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T065416Z,RELEASE-2025
3248,288b1cab-9f17-4c10-853a-90c28f2bd8f1,D05,STEI,STEI,STEI_037.mosquitoPoint.mos,8/5/19,8/5/19,N,actual,,STEI.20190805.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,"Large trees blown over during a storm event which opened up the canopy significantly in areas around STEI_037, possibly elsewhere across the site as well. Large trees were blown over during a storm event on 8/5/19, opening up the canopy significantly in places. The disturbance was observed near mosquito point STEI_037 but elsewhere across the site may have been affected as well.",aspink@battelleecology.org,,20241118T073123Z,RELEASE-2025
3249,57311192-5eec-47d3-99f3-d45def2b3f22,D05,STEI,STEI,STEI_020.basePlot.all,7/23/19,8/22/19,Y,estimated,Happened sometime between 2019 and 2020 diversity sampling,STEI.20190723.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,"Blowdown evident but difficult to separate impact from logging. 31.1.1 apparently not impacted (still shaded overstory) but much of plot open with thick regeneration of aspen, maple, rubus, ash.",,,20241118T073123Z,RELEASE-2025
3250,ad1fa318-b35a-4c31-8f74-365b3ff951c2,D05,STEI,STEI,STEI_028.basePlot.all,7/27/19,8/26/19,Y,actual,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T073123Z,RELEASE-2025
3251,4b42e006-0e60-4ae8-a8a1-6bb61f860ca9,D05,STEI,STEI,STEI_028.basePlot.all,8/26/19,9/17/19,N,,,STEI.20170707.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,5,115,cm,primary,"Plot very flooded. Except for two corners, all of the plot under water, sometimes over a meter deep. Aerial imagery suggests beaver activity to the north. Existing dams on imagery look old, but perhaps new beaver activity contributed to a rise in water levels. Plot has apparently been wet in the past (according to returning staff) but not to the current extent.",0000-0002-3030-0990,,20241118T095051Z,RELEASE-2025
3252,97321d7c-a6de-43c1-a892-f66eccd8401c,D05,STEI,STEI,STEI_020.basePlot.all,8/22/19,9/21/19,Y,estimated,Happened sometime between 2019 and 2020 diversity sampling,STEI.20190723.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,"Blowdown evident but difficult to separate impact from logging. 31.1.1 apparently not impacted (still shaded overstory) but much of plot open with thick regeneration of aspen, maple, rubus, ash.",,,20241118T095051Z,RELEASE-2025
